index,DE_B01,DE_B09,DE_B10,DE_B11,DE_B12,DE_B15,DE_B16,DE_B18,DE_B19,DE_load,DE_surplus,DK_B01,DK_B16,DK_B18,DK_B19,DK_load,DK_surplus,HU_B01,HU_B09,HU_B11,HU_B12,HU_B15,HU_B16,HU_B19,HU_load,HU_surplus,IT_B01,IT_B09,IT_B10,IT_B11,IT_B12,IT_B16,IT_B18,IT_B19,IT_load,IT_surplus,NE_B01,NE_B11,NE_B16,NE_B18,NE_B19,NE_load,NE_surplus,PO_B01,PO_B10,PO_B11,PO_B12,PO_B16,PO_B19,PO_load,PO_surplus,SE_B12,SE_B13,SE_B16,SE_B19,SE_load,SE_surplus,SP_B01,SP_B09,SP_B10,SP_B11,SP_B12,SP_B13,SP_B15,SP_B16,SP_B18,SP_B19,SP_load,SP_surplus,UK_B19,UK_load,UK_surplus,y,year,month,day,hour,minute,second
3185,18465,88,7143,6305,817,372,30493,15960,69097,245607,-96867,162.0,101.0,1999.0,2807.0,3921.0,1148.0,521,0,48,56,57,638,62,20959,-19577,559.0,613.0,1028.0,5676.0,1018.0,612.0,0.0,1497.0,36075.0,-25072.0,75,0,371,8820,5957,45199,-29976,233.0,407.0,190.0,46.0,473.0,2747.0,21617.0,-17521.0,8586.0,0.0,21.0,3597.0,13766.0,-1562.0,436,0,0,1096,3564,0,120,5517,0,2453,28156,-14970,0.0,1797.0,-1797.0,3,2022,5,13,16,0,0
3186,18867,88,16213,6302,979,372,10792,18181,51463,240508,-117251,184.0,35.0,1926.0,2099.0,3831.0,413.0,521,0,48,56,56,106,197,21267,-20283,561.0,614.0,1642.0,5803.0,1116.0,20.0,0.0,1572.0,36128.0,-24800.0,69,0,167,8948,5733,47841,-32924,235.0,604.0,204.0,53.0,98.0,2434.0,21739.0,-18111.0,8260.0,0.0,5.0,3859.0,13502.0,-1378.0,444,0,0,1123,5127,0,124,1799,0,2493,28338,-17228,0.0,1740.0,-1740.0,3,2022,5,13,17,0,0
3187,18976,91,22087,6279,1154,372,1266,20470,40966,230039,-118378,181.0,3.0,2020.0,2325.0,3728.0,801.0,528,0,48,56,56,0,320,21699,-20691,550.0,588.0,871.0,5086.0,871.0,0.0,0.0,1508.0,34771.0,-25297.0,66,0,43,8681,4876,49406,-35740,234.0,579.0,215.0,52.0,6.0,2682.0,21109.0,-17341.0,7677.0,0.0,0.0,4218.0,13283.0,-1388.0,451,0,0,1123,5203,0,120,672,0,2645,28931,-18717,0.0,1712.0,-1712.0,3,2022,5,13,18,0,0
3188,18735,95,19972,6246,966,372,1,20367,39617,223059,-116688,208.0,1.0,2059.0,2227.0,3658.0,837.0,528,0,48,56,56,0,515,20767,-19564,537.0,590.0,529.0,4582.0,494.0,0.0,0.0,1347.0,31584.0,-23505.0,63,0,3,8267,4492,49468,-36643,234.0,317.0,219.0,52.0,0.0,2737.0,19562.0,-16003.0,6900.0,0.0,0.0,4486.0,12920.0,-1534.0,444,0,0,1114,4551,0,119,614,0,2573,27587,-18172,0.0,1702.0,-1702.0,3,2022,5,13,19,0,0
3189,18492,97,15183,6231,623,372,0,19581,43557,208693,-104557,178.0,0.0,2031.0,2340.0,3420.0,1129.0,529,0,48,56,56,0,708,19825,-18428,539.0,596.0,489.0,3803.0,383.0,0.0,0.0,1364.0,28799.0,-21625.0,64,0,4,6907,4916,47604,-35713,234.0,3.0,201.0,52.0,0.0,2675.0,18164.0,-14999.0,6521.0,0.0,0.0,4467.0,12216.0,-1228.0,438,0,0,1084,4054,0,120,618,0,2633,25652,-16705,0.0,1703.0,-1703.0,3,2022,5,13,20,0,0
3190,18119,97,9945,6222,910,372,0,17793,48528,194435,-92449,135.0,0.0,1618.0,2236.0,3223.0,766.0,532,0,48,56,56,0,807,18957,-17458,557.0,596.0,89.0,3687.0,165.0,0.0,0.0,1476.0,26463.0,-19893.0,64,0,4,5587,4835,45383,-34893,235.0,0.0,177.0,7.0,0.0,3036.0,17094.0,-13639.0,6432.0,0.0,0.0,4219.0,11967.0,-1316.0,448,0,0,1061,1423,0,116,612,0,2744,24509,-18105,0.0,1577.0,-1577.0,3,2022,5,13,21,0,0
3191,17649,96,5106,6280,651,372,0,18599,51194,183480,-83533,133.0,0.0,1615.0,2285.0,3086.0,947.0,516,0,48,56,52,0,815,17810,-16323,562.0,612.0,70.0,3500.0,103.0,0.0,0.0,1647.0,25041.0,-18547.0,64,0,4,4614,4315,42275,-33278,235.0,0.0,173.0,0.0,0.0,3232.0,16357.0,-12717.0,6232.0,0.0,0.0,4072.0,11691.0,-1387.0,454,0,0,1046,950,0,113,602,0,3028,23339,-17146,0.0,1377.0,-1377.0,3,2022,5,13,22,0,0
3192,17602,96,6544,6340,691,372,0,17435,52072,175920,-74768,133.0,0.0,1549.0,1822.0,3019.0,485.0,527,0,48,56,52,0,871,16715,-15161,561.0,615.0,70.0,3258.0,98.0,0.0,0.0,1651.0,24185.0,-17932.0,64,0,4,4100,3829,40716,-32719,234.0,0.0,172.0,0.0,0.0,3438.0,15969.0,-12125.0,6174.0,0.0,0.0,4022.0,11446.0,-1250.0,464,0,0,1028,738,0,114,500,0,3248,22220,-16128,0.0,1241.0,-1241.0,3,2022,5,13,23,0,0
3193,17482,97,5883,6363,583,372,0,17411,51542,170903,-71170,139.0,0.0,1515.0,1706.0,2958.0,402.0,520,0,48,56,52,0,764,16086,-14646,559.0,614.0,71.0,3115.0,94.0,0.0,0.0,1543.0,23756.0,-17760.0,64,0,4,3001,2884,39515,-33562,233.0,0.0,172.0,0.0,0.0,3364.0,15778.0,-12009.0,6174.0,0.0,0.0,3916.0,11266.0,-1176.0,473,0,200,1028,847,0,107,351,0,3301,21610,-15303,0.0,1171.0,-1171.0,3,2022,5,14,0,0,0
3194,17552,100,4328,6389,577,372,0,18169,51945,170947,-71515,134.0,0.0,1484.0,1613.0,2954.0,277.0,524,0,48,56,48,0,685,15818,-14457,561.0,616.0,70.0,3222.0,98.0,0.0,0.0,1433.0,23707.0,-17707.0,65,0,4,2594,1958,38716,-34095,234.0,0.0,172.0,0.0,11.0,3501.0,15564.0,-11646.0,6178.0,0.0,0.0,3892.0,11365.0,-1295.0,480,0,212,1024,778,0,114,233,0,3184,21195,-15170,0.0,1144.0,-1144.0,3,2022,5,14,1,0,0
3195,17625,100,5252,6335,508,372,0,19419,51507,172727,-71609,133.0,10.0,1456.0,1605.0,2926.0,278.0,526,0,48,56,49,2,495,15674,-14498,560.0,616.0,69.0,3369.0,99.0,6.0,0.0,1265.0,23861.0,-17877.0,65,0,4,2220,1434,38973,-35250,235.0,0.0,171.0,0.0,87.0,3611.0,15080.0,-10976.0,6280.0,0.0,4.0,3881.0,11316.0,-1151.0,474,0,212,1018,837,0,117,155,0,3056,20987,-15118,0.0,1110.0,-1110.0,3,2022,5,14,2,0,0
3196,17799,100,6555,6294,532,372,1193,18591,49813,174632,-73383,132.0,79.0,1456.0,1568.0,2986.0,249.0,528,0,48,56,49,193,419,15502,-14209,559.0,617.0,19.0,3663.0,172.0,447.0,0.0,1238.0,24805.0,-18090.0,67,0,11,2045,1250,38898,-35525,235.0,0.0,171.0,0.0,461.0,3665.0,15985.0,-11453.0,6427.0,0.0,27.0,3706.0,11402.0,-1242.0,477,0,212,1006,1157,0,117,59,0,2791,21243,-15424,0.0,1110.0,-1110.0,3,2022,5,14,3,0,0
3197,18359,100,4115,6263,463,372,11235,16538,42529,180990,-81016,159.0,255.0,1319.0,2086.0,3198.0,621.0,526,0,48,56,56,984,358,16229,-14201,563.0,617.0,208.0,4609.0,344.0,2363.0,0.0,1047.0,27802.0,-18051.0,68,0,91,1691,1128,38326,-35348,233.0,0.0,171.0,0.0,1232.0,3624.0,17043.0,-11783.0,6602.0,0.0,86.0,3934.0,12065.0,-1443.0,480,0,211,1026,1394,0,115,381,0,2752,21486,-15127,0.0,1135.0,-1135.0,3,2022,5,14,4,0,0
3198,18575,98,3920,6183,631,372,34249,13379,30774,193623,-85442,232.0,549.0,1188.0,2375.0,3493.0,851.0,519,0,48,56,56,2661,229,16733,-13164,563.0,617.0,346.0,4840.0,344.0,5125.0,0.0,773.0,30125.0,-17517.0,65,0,276,962,848,37057,-34906,234.0,0.0,173.0,0.0,2195.0,3803.0,18144.0,-11739.0,6714.0,0.0,177.0,4201.0,12599.0,-1507.0,478,0,211,1020,1518,0,115,2177,0,2704,22739,-14516,0.0,1262.0,-1262.0,3,2022,5,14,5,0,0
3199,18319,95,4771,6184,519,372,64520,9688,27069,207103,-75566,256.0,842.0,1463.0,2410.0,3675.0,1296.0,511,0,48,56,56,4447,192,16779,-11469,557.0,615.0,208.0,4677.0,259.0,7875.0,0.0,606.0,31240.0,-16443.0,62,0,577,581,679,35924,-34025,234.0,153.0,173.0,0.0,2797.0,4416.0,18561.0,-10788.0,6694.0,0.0,284.0,4468.0,12762.0,-1316.0,478,0,212,1039,1527,0,115,5364,0,2568,24746,-13443,0.0,1453.0,-1453.0,3,2022,5,14,6,0,0
3200,18090,91,7070,6183,475,372,93661,6414,29632,215316,-53328,243.0,1047.0,1426.0,2612.0,3781.0,1547.0,461,0,47,56,59,5800,195,16527,-9909,536.0,614.0,84.0,4242.0,174.0,9522.0,0.0,598.0,30713.0,-14943.0,64,0,925,350,519,34118,-32260,236.0,192.0,172.0,0.0,3415.0,4982.0,19162.0,-10165.0,6619.0,0.0,379.0,4644.0,12979.0,-1337.0,456,0,379,1017,1130,0,115,7999,0,2985,25562,-11481,0.0,1647.0,-1647.0,3,2022,5,14,7,0,0
3201,17786,88,19238,6110,234,372,116190,5502,37305,221718,-18893,143.0,1165.0,1358.0,2550.0,3793.0,1423.0,466,0,52,56,61,6393,268,16417,-9121,531.0,612.0,428.0,3863.0,146.0,10703.0,0.0,581.0,29941.0,-13077.0,66,0,1017,352,467,31283,-29381,234.0,226.0,165.0,0.0,3496.0,5308.0,19075.0,-9646.0,6523.0,0.0,452.0,4866.0,12909.0,-1068.0,439,0,1000,998,772,0,114,10032,0,3947,25976,-8674,0.0,1738.0,-1738.0,3,2022,5,14,8,0,0
3202,17759,88,24931,6070,220,372,127723,4116,43648,224237,690,181.0,1245.0,1237.0,2482.0,3821.0,1324.0,466,0,52,36,59,6626,240,16353,-8874,531.0,611.0,1015.0,3564.0,103.0,11373.0,0.0,643.0,28932.0,-11092.0,65,0,951,247,484,30049,-28302,235.0,185.0,164.0,0.0,3544.0,5411.0,18857.0,-9318.0,6140.0,0.0,504.0,5203.0,12869.0,-1022.0,452,0,2449,993,804,0,113,11016,0,5774,25768,-4167,0.0,1728.0,-1728.0,3,2022,5,14,9,0,0
3203,17586,84,26585,6082,223,372,130873,2617,46238,219279,11381,137.0,1297.0,1540.0,2401.0,3846.0,1529.0,463,0,48,38,57,6763,230,16149,-8550,538.0,611.0,1456.0,3421.0,92.0,11387.0,0.0,784.0,27879.0,-9590.0,64,0,881,145,509,29000,-27401,234.0,0.0,164.0,0.0,3694.0,5502.0,18627.0,-9033.0,5876.0,0.0,515.0,5425.0,12333.0,-517.0,458,0,3260,998,725,0,112,11586,0,6282,25953,-2532,0.0,1706.0,-1706.0,2,2022,5,14,10,0,0
3204,17473,84,27815,6107,116,372,128958,1569,44901,210864,16531,214.0,1259.0,1393.0,2298.0,3814.0,1350.0,463,0,47,53,56,6417,202,15745,-8507,532.0,609.0,1441.0,3372.0,94.0,10794.0,0.0,955.0,27682.0,-9885.0,64,0,771,120,545,27706,-26206,233.0,0.0,162.0,0.0,3548.0,5348.0,18107.0,-8816.0,5617.0,0.0,502.0,5716.0,11998.0,-163.0,442,0,3362,983,628,0,111,11744,0,6670,25488,-1548,0.0,1655.0,-1655.0,2,2022,5,14,11,0,0
3205,17426,82,26698,6134,150,372,121243,1269,45275,205584,13065,182.0,1175.0,1408.0,2937.0,3638.0,2064.0,464,0,49,56,55,5680,236,15824,-9284,531.0,609.0,1386.0,3310.0,95.0,9606.0,0.0,1200.0,27385.0,-10648.0,64,0,924,98,540,27616,-25990,234.0,2.0,160.0,0.0,3089.0,5195.0,17735.0,-9055.0,5592.0,0.0,455.0,5932.0,11848.0,131.0,435,0,3435,967,838,0,105,11632,0,5648,24805,-1745,0.0,1570.0,-1570.0,2,2022,5,14,12,0,0
3206,17480,80,22678,6080,133,372,108527,1572,43159,201516,-1435,185.0,1067.0,1459.0,2898.0,3645.0,1964.0,463,0,48,56,57,4864,194,16321,-10639,537.0,609.0,763.0,3466.0,190.0,7963.0,0.0,1438.0,27573.0,-12607.0,62,0,709,104,561,28789,-27353,235.0,0.0,159.0,0.0,2814.0,5144.0,17956.0,-9604.0,5602.0,0.0,359.0,6031.0,12485.0,-493.0,438,0,3186,1003,929,0,105,10984,0,5714,24383,-2024,0.0,1512.0,-1512.0,3,2022,5,14,13,0,0
3207,17682,80,17004,6086,283,372,89145,2198,39189,201118,-29079,272.0,881.0,1350.0,2768.0,3761.0,1510.0,460,0,48,56,58,3712,186,17038,-12518,553.0,609.0,313.0,3824.0,249.0,5670.0,0.0,1652.0,28502.0,-15632.0,64,0,672,113,615,31619,-30155,235.0,0.0,165.0,0.0,1920.0,4887.0,17845.0,-10638.0,5921.0,0.0,251.0,6019.0,13125.0,-934.0,416,0,1343,996,913,0,105,9996,0,6286,24073,-4018,0.0,1509.0,-1509.0,3,2022,5,14,14,0,0
3208,18056,80,7243,6080,293,372,62177,2751,34688,202470,-70730,274.0,553.0,1321.0,2502.0,3799.0,851.0,455,0,48,56,60,2185,198,17610,-14608,554.0,610.0,97.0,4405.0,324.0,2756.0,0.0,1595.0,29409.0,-19068.0,64,0,574,105,659,36711,-35309,234.0,0.0,174.0,0.0,1223.0,4206.0,18079.0,-12242.0,6076.0,0.0,139.0,5843.0,13059.0,-1001.0,426,0,1050,995,915,0,116,8357,0,5924,24298,-6515,0.0,1599.0,-1599.0,3,2022,5,14,15,0,0
3209,18603,81,8105,6080,638,372,32735,3093,30782,204279,-103790,294.0,227.0,1163.0,2078.0,3558.0,204.0,452,0,48,56,57,706,166,18361,-16876,556.0,610.0,1100.0,5190.0,474.0,704.0,0.0,1523.0,30457.0,-20300.0,64,0,380,109,667,40561,-39341,233.0,323.0,183.0,46.0,527.0,3569.0,18322.0,-13441.0,6517.0,0.0,58.0,5474.0,12940.0,-891.0,437,0,931,1050,1906,0,119,5445,0,5045,24449,-9516,0.0,1707.0,-1707.0,3,2022,5,14,16,0,0
3210,19001,84,16041,6096,973,372,11132,3537,24822,200708,-118650,337.0,59.0,1073.0,1393.0,3384.0,-522.0,455,0,48,56,60,115,84,18859,-18041,556.0,612.0,2048.0,5355.0,677.0,32.0,0.0,1346.0,30631.0,-20005.0,64,0,185,148,636,43757,-42724,233.0,748.0,193.0,53.0,129.0,3095.0,18578.0,-14127.0,6609.0,0.0,7.0,5288.0,13004.0,-1100.0,453,0,97,1065,2938,0,117,2067,0,4809,24867,-13321,0.0,1679.0,-1679.0,3,2022,5,14,17,0,0
3211,19025,89,23391,6112,1125,372,1379,3334,20161,193684,-118696,354.0,6.0,1024.0,1059.0,3289.0,-846.0,457,0,48,56,60,0,16,19545,-18908,557.0,614.0,1622.0,5214.0,611.0,0.0,0.0,1155.0,29831.0,-20058.0,64,0,37,441,632,46286,-45112,234.0,610.0,215.0,53.0,6.0,2964.0,18348.0,-14266.0,6397.0,0.0,0.0,5451.0,13230.0,-1382.0,469,0,0,1102,3604,0,115,580,0,5027,26168,-15271,0.0,1642.0,-1642.0,3,2022,5,14,18,0,0
3212,18895,95,23091,6091,1192,372,2,3072,19229,191610,-119571,359.0,1.0,892.0,964.0,3214.0,-998.0,459,0,48,56,60,0,7,18969,-18339,558.0,615.0,811.0,4771.0,358.0,0.0,0.0,1072.0,27898.0,-19713.0,64,0,3,646,763,47060,-45584,234.0,533.0,228.0,52.0,0.0,3105.0,17353.0,-13201.0,6026.0,0.0,0.0,5765.0,12709.0,-918.0,472,0,0,1086,3108,0,116,479,0,5121,25409,-15027,0.0,1596.0,-1596.0,4,2022,5,14,19,0,0
3213,18587,99,20136,6049,734,372,0,2484,20413,182401,-113527,265.0,0.0,820.0,959.0,3080.0,-1036.0,461,0,48,56,59,0,22,17794,-17148,557.0,616.0,378.0,4307.0,114.0,0.0,0.0,932.0,25712.0,-18808.0,64,0,4,800,857,45857,-44132,234.0,86.0,227.0,7.0,0.0,3297.0,16185.0,-12334.0,5829.0,0.0,0.0,6008.0,12100.0,-263.0,471,0,0,1045,1643,0,114,385,0,5783,23709,-14268,0.0,1576.0,-1576.0,4,2022,5,14,20,0,0
3214,18216,100,12306,6016,801,372,0,2658,19446,170157,-110242,361.0,0.0,815.0,953.0,2905.0,-776.0,461,0,48,56,60,0,37,16709,-16047,556.0,616.0,100.0,3570.0,135.0,0.0,0.0,801.0,23833.0,-18055.0,64,0,4,1165,1127,43894,-41534,233.0,11.0,199.0,0.0,0.0,3249.0,15214.0,-11522.0,5413.0,0.0,0.0,6041.0,11660.0,-206.0,466,0,256,1032,1306,0,110,293,0,5962,22099,-12674,0.0,1495.0,-1495.0,4,2022,5,14,21,0,0
3215,17809,100,6192,5956,969,372,0,2626,18756,162249,-109469,383.0,0.0,843.0,889.0,2793.0,-678.0,462,0,48,56,52,0,67,15581,-14896,555.0,616.0,141.0,3429.0,120.0,0.0,0.0,734.0,22415.0,-16820.0,64,0,4,1306,1493,41870,-39003,233.0,4.0,194.0,0.0,0.0,3121.0,14490.0,-10938.0,5362.0,0.0,0.0,6182.0,11551.0,-7.0,464,0,588,1035,1337,0,109,186,0,6269,21044,-11056,0.0,1340.0,-1340.0,4,2022,5,14,22,0,0
3216,17719,103,3980,5953,895,372,0,2269,18208,155000,-105501,327.0,0.0,812.0,784.0,2744.0,-821.0,460,0,48,56,52,0,54,14806,-14136,552.0,617.0,141.0,3307.0,121.0,0.0,0.0,706.0,21667.0,-16223.0,63,0,4,1733,1711,40093,-36582,236.0,0.0,194.0,0.0,0.0,3032.0,13988.0,-10526.0,5362.0,0.0,0.0,6114.0,11405.0,71.0,465,0,954,1028,1050,0,108,78,0,6264,20064,-10117,0.0,1223.0,-1223.0,4,2022,5,14,23,0,0
3217,17614,104,3309,5945,675,372,0,1932,16355,150661,-104355,322.0,0.0,661.0,659.0,2698.0,-1056.0,455,0,48,56,51,0,41,14310,-13659,556.0,617.0,250.0,3342.0,123.0,0.0,0.0,689.0,21163.0,-15586.0,62,0,4,1583,1879,38782,-35254,234.0,0.0,194.0,0.0,0.0,2933.0,13772.0,-10411.0,5334.0,0.0,0.0,5980.0,10935.0,379.0,470,0,994,1019,727,0,110,38,0,6620,19523,-9545,0.0,1150.0,-1150.0,4,2022,5,15,0,0,0
3218,17563,104,3670,5933,965,372,0,1642,14962,149048,-103837,289.0,0.0,604.0,631.0,2680.0,-1156.0,455,0,48,56,49,0,20,14143,-13515,542.0,617.0,230.0,3336.0,121.0,0.0,0.0,650.0,21037.0,-15541.0,64,0,4,1384,1812,38270,-35006,233.0,0.0,194.0,0.0,12.0,2863.0,13468.0,-10166.0,5380.0,0.0,1.0,5897.0,11020.0,258.0,472,0,995,1014,918,0,110,38,0,6418,19121,-9156,0.0,1122.0,-1122.0,4,2022,5,15,1,0,0
3219,17594,106,3404,5911,1040,372,2,1500,13235,149016,-105852,261.0,15.0,614.0,569.0,2644.0,-1185.0,456,0,48,56,52,3,19,14014,-13380,543.0,617.0,33.0,3388.0,122.0,6.0,0.0,537.0,20927.0,-15681.0,65,0,4,1407,1734,38122,-34912,234.0,0.0,192.0,0.0,102.0,2657.0,13049.0,-9864.0,5437.0,0.0,8.0,5652.0,11214.0,-117.0,477,0,904,1018,1120,0,109,38,0,6573,19143,-8904,0.0,1082.0,-1082.0,4,2022,5,15,2,0,0
3220,17749,108,2491,5921,617,372,1408,1650,12085,147638,-105237,245.0,81.0,608.0,512.0,2739.0,-1293.0,458,0,48,56,49,204,16,13861,-13030,548.0,617.0,45.0,3442.0,159.0,451.0,0.0,470.0,20610.0,-14878.0,65,0,11,1157,1495,37268,-34540,235.0,0.0,192.0,0.0,609.0,1992.0,13413.0,-10385.0,5708.0,0.0,54.0,5382.0,11479.0,-335.0,480,0,816,1018,909,0,98,38,0,7015,19331,-8957,0.0,1063.0,-1063.0,4,2022,5,15,3,0,0
3221,18090,104,3719,5968,565,372,12756,1641,11348,151852,-97289,323.0,238.0,546.0,417.0,2956.0,-1432.0,459,0,48,56,53,987,5,14431,-12823,531.0,616.0,79.0,3605.0,199.0,2589.0,0.0,390.0,22174.0,-14165.0,64,0,92,1131,1426,35221,-32508,233.0,0.0,192.0,0.0,1768.0,1358.0,14200.0,-10649.0,5940.0,0.0,142.0,5110.0,11471.0,-279.0,472,0,1096,1024,743,0,98,484,0,7417,19214,-7880,0.0,1040.0,-1040.0,4,2022,5,15,4,0,0
3222,18083,100,4643,6003,437,372,38984,1159,9178,164214,-85255,313.0,486.0,466.0,402.0,3218.0,-1551.0,459,0,48,56,54,2508,4,14968,-11839,529.0,612.0,652.0,4050.0,213.0,5697.0,0.0,226.0,23987.0,-12008.0,64,0,304,1250,1173,33210,-30419,233.0,124.0,171.0,0.0,3089.0,1201.0,14834.0,-10016.0,6091.0,0.0,267.0,5047.0,11593.0,-188.0,437,0,2189,1033,757,0,102,2908,0,7293,20005,-5286,0.0,1114.0,-1114.0,4,2022,5,15,5,0,0
3223,17910,92,5558,5992,427,372,71920,823,4511,179243,-71638,323.0,817.0,318.0,367.0,3431.0,-1606.0,458,0,48,56,54,4140,0,15460,-10704,530.0,611.0,1132.0,4020.0,211.0,8256.0,0.0,165.0,25442.0,-10517.0,64,0,626,1295,857,31953,-29111,235.0,211.0,168.0,0.0,4140.0,1279.0,15104.0,-9071.0,6009.0,0.0,405.0,5082.0,11896.0,-400.0,454,0,2710,1035,760,0,103,6527,0,7205,21541,-2747,0.0,1241.0,-1241.0,4,2022,5,15,6,0,0
3224,17825,87,10570,5983,374,372,102252,847,2444,191274,-50520,251.0,1152.0,226.0,368.0,3585.0,-1588.0,451,0,48,56,56,5478,0,15708,-9619,529.0,609.0,890.0,3822.0,187.0,10060.0,0.0,165.0,25694.0,-9432.0,64,0,933,1118,822,30115,-27178,235.0,190.0,165.0,0.0,5025.0,1537.0,15612.0,-8460.0,5987.0,0.0,526.0,5210.0,12069.0,-346.0,458,0,3227,1053,871,0,101,8844,0,8271,22644,181,0.0,1403.0,-1403.0,0,2022,5,15,7,0,0
3225,17825,84,19831,6014,169,372,124868,720,3076,196802,-23843,228.0,1266.0,171.0,395.0,3628.0,-1568.0,456,0,48,56,57,6382,0,15687,-8688,522.0,608.0,965.0,3577.0,128.0,11208.0,0.0,144.0,25778.0,-8626.0,64,0,1162,959,1001,27687,-24501,234.0,7.0,159.0,0.0,5294.0,1814.0,15627.0,-8119.0,5935.0,0.0,600.0,5407.0,12189.0,-247.0,452,0,3039,1023,878,0,97,10115,0,9270,23203,1671,0.0,1550.0,-1550.0,0,2022,5,15,8,0,0
3226,17739,81,24568,6030,124,372,138517,889,4137,201660,-9203,260.0,1317.0,99.0,396.0,3586.0,-1514.0,457,0,48,56,58,6647,0,15653,-8387,510.0,608.0,1043.0,3487.0,101.0,11780.0,0.0,165.0,25818.0,-8124.0,64,0,1257,872,1288,25620,-22139,233.0,0.0,156.0,0.0,5178.0,1991.0,15293.0,-7735.0,5734.0,0.0,618.0,5620.0,12290.0,-318.0,451,0,3351,1019,811,0,95,10755,0,9799,23467,2814,0.0,1614.0,-1614.0,0,2022,5,15,9,0,0
3227,17626,80,26495,6039,160,372,143939,1482,4539,197733,2999,260.0,1309.0,56.0,364.0,3684.0,-1695.0,457,0,48,56,60,6568,5,15350,-8156,495.0,606.0,1307.0,3319.0,97.0,11814.0,0.0,218.0,24709.0,-6853.0,64,0,1321,1434,1365,24542,-20358,232.0,0.0,156.0,0.0,5298.0,2067.0,15376.0,-7623.0,5634.0,0.0,603.0,5791.0,12135.0,-107.0,445,0,3379,999,777,0,96,11081,0,10353,23933,3197,0.0,1623.0,-1623.0,0,2022,5,15,10,0,0
3228,17573,80,26424,6094,98,372,142337,2319,4667,191184,8780,216.0,1322.0,58.0,370.0,3612.0,-1646.0,457,0,48,56,56,6461,10,14975,-7887,483.0,606.0,1323.0,3472.0,93.0,11350.0,0.0,326.0,24461.0,-6808.0,64,0,1284,2097,1270,23866,-19151,232.0,0.0,152.0,0.0,5141.0,1845.0,14963.0,-7593.0,5646.0,0.0,562.0,5811.0,11847.0,172.0,427,0,3510,994,862,0,93,11321,0,10147,23830,3524,0.0,1695.0,-1695.0,2,2022,5,15,11,0,0
3229,17503,76,27084,6221,87,372,133984,2537,4959,184951,7872,232.0,1264.0,64.0,354.0,3594.0,-1680.0,456,0,48,56,57,5776,18,15284,-8873,492.0,606.0,1041.0,3526.0,109.0,10037.0,0.0,452.0,24679.0,-8416.0,64,0,1298,2532,1197,24220,-19129,234.0,0.0,151.0,0.0,4847.0,1725.0,14987.0,-8030.0,5615.0,0.0,490.0,5997.0,12084.0,18.0,413,0,3641,960,737,0,92,10857,0,9390,22725,3365,0.0,1628.0,-1628.0,2,2022,5,15,12,0,0
3230,17533,76,25411,6233,112,372,118977,3437,5605,181755,-3999,238.0,1074.0,47.0,322.0,3560.0,-1879.0,455,0,47,56,54,4857,16,15838,-10353,517.0,606.0,792.0,3580.0,151.0,8355.0,0.0,580.0,25368.0,-10787.0,64,0,1172,3460,1373,26501,-20432,235.0,0.0,151.0,0.0,4083.0,1597.0,15221.0,-9155.0,5697.0,0.0,388.0,6102.0,12553.0,-366.0,419,0,3657,962,808,0,93,10063,0,9239,22050,3191,0.0,1555.0,-1555.0,0,2022,5,15,13,0,0
3231,17709,76,20894,6237,348,372,95687,4491,6728,182186,-29644,282.0,834.0,47.0,273.0,3820.0,-2384.0,452,0,48,56,55,3713,15,16563,-12224,522.0,605.0,666.0,3789.0,171.0,5918.0,0.0,577.0,26184.0,-13936.0,64,0,977,4607,1593,30747,-23506,236.0,0.0,152.0,0.0,2986.0,1444.0,15947.0,-11129.0,5798.0,0.0,265.0,5996.0,12960.0,-901.0,424,0,3334,985,863,0,92,9135,0,10636,22055,3414,0.0,1500.0,-1500.0,0,2022,5,15,14,0,0
3232,18038,76,7428,6243,418,372,64788,5674,8224,187416,-76155,347.0,528.0,74.0,220.0,3843.0,-2674.0,447,0,48,56,56,2159,18,17277,-14493,528.0,606.0,596.0,4281.0,277.0,2957.0,0.0,486.0,27013.0,-17282.0,64,0,814,5351,2120,36728,-28379,234.0,126.0,154.0,46.0,1722.0,1178.0,16616.0,-13156.0,6141.0,0.0,145.0,5867.0,13188.0,-1035.0,435,0,2294,996,1307,0,93,7954,0,10727,22558,1248,0.0,1612.0,-1612.0,0,2022,5,15,15,0,0
3233,18520,76,5154,6273,696,372,32926,6214,10912,193324,-112181,344.0,218.0,102.0,192.0,3706.0,-2850.0,449,0,48,56,56,682,9,18212,-16912,543.0,609.0,473.0,4960.0,492.0,668.0,0.0,387.0,27722.0,-19590.0,65,0,498,5698,2912,40700,-31527,234.0,549.0,160.0,53.0,653.0,921.0,17175.0,-14605.0,6187.0,0.0,58.0,5689.0,13132.0,-1198.0,453,0,678,1053,1969,0,98,5739,0,9878,23210,-3342,0.0,1744.0,-1744.0,4,2022,5,15,16,0,0
3234,18791,80,11065,6273,613,372,11281,6347,15332,194831,-124677,386.0,62.0,129.0,145.0,3569.0,-2847.0,455,0,48,56,54,108,19,18996,-18256,552.0,611.0,764.0,5317.0,722.0,19.0,0.0,323.0,28911.0,-20603.0,65,0,193,6253,3273,44190,-34406,234.0,624.0,179.0,53.0,157.0,876.0,17513.0,-15390.0,6162.0,0.0,9.0,5655.0,13212.0,-1386.0,462,0,0,1083,3845,0,106,2606,0,8502,24228,-7624,0.0,1709.0,-1709.0,4,2022,5,15,17,0,0
